date,close,volume,外資,投信,自營商,三大法人合計(張),融資增減(張),K,D,KD落入20以下,出現黃金交叉,趨勢向上非鈍化,新手投資建議
2022-01-07,73.7,10521269,-2244.0,60.0,-237.0,-2421.0,,16.99,25.13,False,False,True,⭐ 弱勢反彈
2022-01-10,74.9,5145379,111.0,1254.0,-33.0,1332.0,,23.97,24.75,True,False,True,⭐⭐ 偏多觀察
2022-01-11,73.5,6151475,-1765.0,-4.0,-190.0,-1959.0,,20.58,23.36,False,False,True,⭐ 弱勢反彈
2022-01-12,74.4,7337186,1913.0,-29.0,77.0,1961.0,,23.49,23.4,False,True,True,⭐⭐ 偏多觀察
2022-01-13,74.6,6816488,1372.0,251.0,-68.0,1554.0,,27.61,24.8,False,False,True,⭐ 弱勢反彈
2022-01-14,74.3,7199837,130.0,15.0,215.0,360.0,,30.26,26.62,False,False,True,⭐ 弱勢反彈
2022-01-17,74.4,5719251,-1595.0,-760.0,308.0,-2047.0,,32.76,28.67,False,False,True,⭐ 弱勢反彈
2022-01-18,75.1,7275922,938.0,90.0,335.0,1364.0,,46.09,34.47,False,False,True,⭐ 弱勢反彈
2022-01-19,75.2,5927915,2173.0,-24.0,-1004.0,1145.0,,55.98,41.64,False,False,True,⭐ 弱勢反彈
2022-01-20,75.1,4861481,-577.0,164.0,-83.0,-496.0,,61.56,48.28,False,False,True,⭐ 弱勢反彈
2022-01-21,72.3,15253081,-7522.0,227.0,-133.0,-7427.0,,43.54,46.7,False,False,False,❌ 空頭或無訊號
2022-01-24,72.6,8544331,444.0,20.0,84.0,548.0,,39.69,44.36,False,False,False,❌ 空頭或無訊號
2022-01-25,72.0,8718292,-1341.0,305.0,-336.0,-1372.0,,33.13,40.62,False,False,False,❌ 空頭或無訊號
2022-01-26,72.0,4040153,-155.0,66.0,-7.0,-97.0,,28.75,36.66,False,False,False,❌ 空頭或無訊號
2022-02-07,76.4,18169892,8960.0,919.0,406.0,10285.0,,52.5,41.94,False,True,True,⭐⭐ 偏多觀察
2022-02-08,77.4,11839771,2345.0,1007.0,-51.0,3301.0,,65.92,49.94,False,False,True,⭐ 弱勢反彈
2022-02-09,78.5,14137441,6083.0,468.0,628.0,7179.0,,76.0,58.62,False,False,True,⭐ 弱勢反彈
2022-02-10,79.0,8852331,3780.0,656.0,-95.0,4341.0,,84.0,67.08,False,False,True,⭐ 弱勢反彈
2022-02-11,79.0,17573012,9180.0,1229.0,222.0,10632.0,,87.37,73.84,False,False,True,⭐ 弱勢反彈
2022-02-14,78.7,11793578,5901.0,554.0,53.0,6508.0,,88.44,78.71,False,False,True,⭐ 弱勢反彈
2022-02-15,78.8,9948206,814.0,1496.0,295.0,2605.0,,89.27,82.23,False,False,True,⭐ 弱勢反彈
2022-02-16,80.5,18735468,3044.0,2542.0,1001.0,6586.0,,92.46,85.64,False,False,True,⭐ 弱勢反彈
2022-02-17,82.7,36846194,-276.0,4524.0,1649.0,5896.0,,89.93,87.07,False,False,True,⭐ 弱勢反彈
2022-02-18,83.5,21192066,-125.0,4914.0,-476.0,4313.0,,90.21,88.12,False,False,True,⭐ 弱勢反彈
2022-02-21,80.4,13608482,-2206.0,412.0,-168.0,-1962.0,,74.85,83.69,False,False,True,⭐ 弱勢反彈
2022-02-22,78.7,11771596,-671.0,1456.0,-1131.0,-346.0,,55.87,74.42,False,False,True,⭐ 弱勢反彈
2022-02-23,79.0,7783324,-314.0,373.0,-95.0,-37.0,,44.71,64.52,False,False,True,⭐ 弱勢反彈
2022-02-24,76.3,14655112,-4583.0,3109.0,-608.0,-2082.0,,31.41,53.48,False,False,False,❌ 空頭或無訊號
2022-02-25,77.1,8880081,-1569.0,1058.0,-61.0,-572.0,,25.76,44.24,False,False,True,⭐ 弱勢反彈
2022-03-01,79.9,11729232,935.0,430.0,743.0,2108.0,,33.24,40.57,False,False,True,⭐ 弱勢反彈
2022-03-02,79.7,7939064,-2471.0,610.0,347.0,-1513.0,,37.42,39.52,False,False,True,⭐ 弱勢反彈
2022-03-03,82.6,14399088,4528.0,264.0,172.0,4963.0,,52.52,43.85,False,True,True,⭐⭐ 偏多觀察
2022-03-04,81.6,9231277,-1679.0,2748.0,-10.0,1059.0,,60.69,49.47,False,False,True,⭐ 弱勢反彈
2022-03-07,76.9,18402984,-7817.0,3495.0,-786.0,-5108.0,,44.96,47.96,False,False,True,⭐ 弱勢反彈
2022-03-08,74.7,13468086,-3994.0,713.0,-584.0,-3865.0,,31.46,42.46,False,False,False,❌ 空頭或無訊號
2022-03-09,74.9,6418748,-1398.0,72.0,-237.0,-1563.0,,23.19,36.04,False,False,False,❌ 空頭或無訊號
2022-03-10,76.7,10649777,-2000.0,-107.0,169.0,-1937.0,,24.35,32.14,False,False,False,❌ 空頭或無訊號
2022-03-11,75.6,8161975,-1195.0,-1690.0,-162.0,-3047.0,,21.05,28.45,False,False,False,❌ 空頭或無訊號
2022-03-14,75.7,9234125,1186.0,-2778.0,-39.0,-1631.0,,19.22,25.37,False,False,False,❌ 空頭或無訊號
2022-03-15,73.0,12492919,1208.0,-2743.0,-337.0,-1873.0,,12.81,21.18,True,False,False,⭐ 弱勢反彈
2022-03-16,70.9,19482067,-4035.0,-1260.0,-148.0,-5442.0,,9.63,17.33,True,False,False,⭐ 弱勢反彈
2022-03-17,74.2,13193975,3652.0,-98.0,206.0,3760.0,,19.97,18.21,True,True,False,⭐⭐ 偏多觀察
2022-03-18,74.8,6787128,1261.0,-888.0,-69.0,304.0,,33.5,23.31,True,False,False,⭐ 弱勢反彈
2022-03-21,74.9,5585167,1468.0,-1077.0,-44.0,347.0,,43.29,29.97,False,False,False,❌ 空頭或無訊號
2022-03-22,74.0,11150733,3132.0,-5482.0,-29.0,-2379.0,,45.52,35.15,False,False,False,❌ 空頭或無訊號
2022-03-23,73.7,14132321,3016.0,-5134.0,100.0,-2018.0,,48.74,39.68,False,False,False,❌ 空頭或無訊號
2022-03-24,71.3,30281688,-7170.0,-2537.0,-299.0,-10006.0,,38.14,39.17,False,False,False,❌ 空頭或無訊號
2022-03-25,68.9,25898904,-7886.0,-5686.0,-98.0,-13670.0,,25.43,34.59,False,False,False,❌ 空頭或無訊號
2022-03-28,69.8,9694662,-2408.0,-198.0,87.0,-2519.0,,26.66,31.95,False,False,False,❌ 空頭或無訊號
2022-03-29,69.0,10191848,-1098.0,-2270.0,-23.0,-3391.0,,24.1,29.33,False,False,False,❌ 空頭或無訊號
2022-03-30,69.3,7030163,-1435.0,-163.0,297.0,-1301.0,,23.66,27.44,False,False,False,❌ 空頭或無訊號
2022-03-31,69.2,9880666,-2648.0,17.0,52.0,-2579.0,,22.95,25.94,False,False,False,❌ 空頭或無訊號
2022-04-01,69.2,10546456,2219.0,-3754.0,-131.0,-1665.0,,22.56,24.82,False,False,False,❌ 空頭或無訊號
2022-04-06,66.6,19414704,-8166.0,-715.0,-128.0,-9009.0,,15.45,21.69,False,False,False,❌ 空頭或無訊號
2022-04-07,66.2,12488798,-2202.0,-239.0,-162.0,-2603.0,,10.3,17.9,True,False,False,⭐ 弱勢反彈
2022-04-08,66.8,7120723,-2799.0,540.0,-83.0,-2341.0,,10.95,15.58,True,False,False,⭐ 弱勢反彈
2022-04-11,66.8,9315358,-1983.0,-151.0,-58.0,-2192.0,,15.1,15.42,True,False,False,⭐ 弱勢反彈
2022-04-12,65.5,11303698,-3680.0,90.0,-49.0,-3639.0,,12.58,14.47,True,False,False,⭐ 弱勢反彈
2022-04-13,66.7,7135707,-310.0,43.0,169.0,-97.0,,18.45,15.8,True,True,False,⭐⭐ 偏多觀察
2022-04-14,64.1,19681361,-1809.0,-585.0,18.0,-2376.0,,12.3,14.63,True,False,False,⭐ 弱勢反彈
2022-04-15,63.9,7842033,577.0,455.0,-71.0,961.0,,11.59,13.62,True,False,False,⭐ 弱勢反彈
2022-04-18,63.8,5160499,-92.0,693.0,28.0,629.0,,10.93,12.72,True,False,False,⭐ 弱勢反彈
2022-04-19,64.4,5812849,751.0,136.0,88.0,975.0,,15.62,13.69,True,True,False,⭐⭐ 偏多觀察
2022-04-20,65.3,10101387,-1007.0,1817.0,123.0,933.0,,25.92,17.77,True,False,False,⭐ 弱勢反彈
2022-04-21,66.9,8515621,-2239.0,2054.0,70.0,-115.0,,45.19,26.91,False,False,False,❌ 空頭或無訊號
2022-04-22,66.4,8313290,-2361.0,2141.0,112.0,-108.0,,58.83,37.55,False,False,False,❌ 空頭或無訊號
2022-04-25,64.3,10672114,-1086.0,2440.0,-218.0,1136.0,,48.48,41.19,False,False,False,❌ 空頭或無訊號
2022-04-26,64.2,7787796,-2912.0,2339.0,-38.0,-611.0,,40.65,41.01,False,False,False,❌ 空頭或無訊號
2022-04-27,63.2,8752188,-1216.0,628.0,-145.0,-733.0,,37.59,39.87,False,False,False,❌ 空頭或無訊號
2022-04-28,64.2,8019616,2357.0,60.0,190.0,2606.0,,41.73,40.49,False,True,False,⭐ 弱勢反彈
2022-04-29,65.6,8184465,1669.0,227.0,-39.0,1857.0,,53.13,44.7,False,False,False,❌ 空頭或無訊號
2022-05-03,65.9,6591858,200.0,390.0,-44.0,546.0,,62.58,50.66,False,False,False,❌ 空頭或無訊號
2022-05-04,66.1,7592756,1034.0,440.0,-165.0,1309.0,,70.11,57.15,False,False,False,❌ 空頭或無訊號
2022-05-05,67.0,11187476,2081.0,385.0,-99.0,2368.0,,74.95,63.08,False,False,False,❌ 空頭或無訊號
2022-05-06,66.8,7160697,1591.0,405.0,141.0,2137.0,,77.15,67.77,False,False,False,❌ 空頭或無訊號
2022-05-09,65.1,5820890,-1874.0,823.0,-57.0,-1108.0,,69.89,68.48,False,False,False,❌ 空頭或無訊號
2022-05-10,66.0,8886782,2248.0,760.0,290.0,3297.0,,69.67,68.87,False,False,False,❌ 空頭或無訊號
2022-05-11,65.2,8024685,-1429.0,296.0,196.0,-937.0,,60.34,66.03,False,False,False,❌ 空頭或無訊號
2022-05-12,64.6,7050120,1552.0,383.0,-7.0,1928.0,,44.5,58.85,False,False,False,❌ 空頭或無訊號
2022-05-13,65.5,5511568,554.0,425.0,97.0,1076.0,,41.63,53.11,False,False,False,❌ 空頭或無訊號
2022-05-16,66.9,15724608,2632.0,664.0,270.0,3566.0,,51.69,52.64,False,False,False,❌ 空頭或無訊號
2022-05-17,67.0,7004515,-1706.0,10.0,65.0,-1631.0,,59.24,54.84,False,True,False,⭐ 弱勢反彈
2022-05-18,67.2,6880656,78.0,230.0,-169.0,139.0,,65.99,58.56,False,False,False,❌ 空頭或無訊號
2022-05-19,66.9,5487055,-588.0,439.0,77.0,-72.0,,67.93,61.68,False,False,False,❌ 空頭或無訊號
2022-05-20,66.8,3774285,-220.0,55.0,-25.0,-190.0,,68.36,63.91,False,False,False,❌ 空頭或無訊號
2022-05-23,66.4,4627864,-887.0,343.0,82.0,-463.0,,64.87,64.23,False,False,False,❌ 空頭或無訊號
2022-05-24,64.3,7570001,-2379.0,-11.0,-265.0,-2655.0,,43.25,57.23,False,False,False,❌ 空頭或無訊號
2022-05-25,64.7,6875583,1103.0,-1109.0,264.0,258.0,,34.67,49.71,False,False,False,❌ 空頭或無訊號
2022-05-26,63.5,7068255,-1127.0,-1352.0,-22.0,-2500.0,,23.11,40.84,False,False,False,❌ 空頭或無訊號
2022-05-27,63.9,8517588,-626.0,-2933.0,101.0,-3458.0,,19.03,33.57,False,False,False,❌ 空頭或無訊號
2022-05-30,65.8,8522765,4511.0,-1444.0,395.0,3462.0,,30.08,32.41,True,False,False,⭐ 弱勢反彈
2022-05-31,66.8,13639611,2503.0,-1659.0,-130.0,714.0,,48.39,37.73,False,True,False,⭐ 弱勢反彈
2022-06-01,66.8,6203758,526.0,-14.0,-145.0,367.0,,60.59,45.35,False,False,False,❌ 空頭或無訊號
2022-06-02,66.8,3183748,480.0,-23.0,-158.0,299.0,,68.73,53.14,False,False,False,❌ 空頭或無訊號
2022-06-06,66.8,5495019,-127.0,-8.0,3.0,-133.0,,74.88,60.39,False,False,False,❌ 空頭或無訊號
2022-06-07,65.8,4273108,-641.0,-60.0,-43.0,-744.0,,70.43,63.74,False,False,False,❌ 空頭或無訊號
2022-06-08,66.1,3693522,465.0,19.0,72.0,556.0,,70.03,65.83,False,False,False,❌ 空頭或無訊號
2022-06-09,65.7,4104597,-1480.0,-6.0,-38.0,-1524.0,,66.35,66.0,False,False,False,❌ 空頭或無訊號
2022-06-10,65.1,5830202,-2176.0,-3.0,115.0,-2065.0,,52.28,61.43,False,False,False,❌ 空頭或無訊號
2022-06-13,62.2,14650324,-8881.0,478.0,-111.0,-8515.0,,38.36,53.74,False,False,False,❌ 空頭或無訊號
2022-06-14,62.2,7921212,-1811.0,-1330.0,174.0,-2967.0,,30.57,46.02,False,False,False,❌ 空頭或無訊號
2022-06-15,61.2,11528473,-6038.0,-467.0,169.0,-6336.0,,20.38,37.47,False,False,False,❌ 空頭或無訊號
2022-06-16,60.4,7244141,-3160.0,124.0,-317.0,-3352.0,,13.59,29.51,False,False,False,❌ 空頭或無訊號
2022-06-17,60.1,7634857,-1683.0,1222.0,33.0,-428.0,,12.76,23.93,True,False,False,⭐ 弱勢反彈
2022-06-20,59.5,5616607,-2205.0,496.0,8.0,-1701.0,,10.73,19.53,True,False,False,⭐ 弱勢反彈
2022-06-21,60.0,7409503,-2592.0,453.0,329.0,-1810.0,,11.66,16.91,True,False,False,⭐ 弱勢反彈
2022-06-22,58.1,7063917,-1325.0,158.0,-78.0,-1245.0,,8.21,14.01,True,False,False,⭐ 弱勢反彈
2022-06-23,58.3,6663421,-324.0,178.0,444.0,298.0,,8.8,12.27,True,False,False,⭐ 弱勢反彈
2022-06-24,58.9,8509118,-1456.0,57.0,714.0,-685.0,,13.67,12.74,True,True,False,⭐⭐ 偏多觀察
2022-06-27,59.8,8179325,-2052.0,194.0,169.0,-1689.0,,23.3,16.26,True,False,False,⭐ 弱勢反彈
2022-06-28,58.9,7630542,-4254.0,831.0,183.0,-3241.0,,23.5,18.67,False,False,False,❌ 空頭或無訊號
2022-06-29,57.1,12757117,-2925.0,483.0,91.0,-2351.0,,15.67,17.67,False,False,False,❌ 空頭或無訊號
2022-06-30,49.4,33986158,-2832.0,-1303.0,-361.0,-4496.0,,12.93,16.09,True,False,False,⭐ 弱勢反彈
2022-07-01,48.3,23372598,6516.0,-1779.0,665.0,5402.0,,9.03,13.74,True,False,False,⭐ 弱勢反彈
2022-07-04,49.15,11990874,85.0,-1541.0,647.0,-809.0,,9.97,12.48,True,False,False,⭐ 弱勢反彈
2022-07-05,49.4,9391993,-327.0,222.0,141.0,37.0,,11.41,12.12,True,False,False,⭐ 弱勢反彈
2022-07-06,48.6,11246952,36.0,-1472.0,-121.0,-1557.0,,10.19,11.48,True,False,False,⭐ 弱勢反彈
2022-07-07,50.5,15267268,2615.0,7.0,183.0,2805.0,,14.55,12.5,True,True,False,⭐⭐ 偏多觀察
2022-07-08,49.65,17944705,-3935.0,-1552.0,9.0,-5478.0,,15.19,13.4,True,False,False,⭐ 弱勢反彈
2022-07-11,49.0,12752511,590.0,-1899.0,-91.0,-1400.0,,14.43,13.74,True,False,False,⭐ 弱勢反彈
